Category,cleaned_resume
ADVOCATE,"Process evaluation, Patient Care Planning, Medical Record Auditing, Detail oriented, Critical thinking, Strong work ethic, Strong assessment skills, Adaptability, Collaboration, CPI trained, CPR"
ADVOCATE,"Budgeting and financial management, Financial reporting and analysis, QuickBooks, Complex problem solving, Highly detail-oriented, Superior time management, Exceptionally organized, Advanced computer proficiency (PC and Mac), Exceptional interpersonal communication, Effective leader, Staff training/development, Consistently meet goals, Efficient multi-tasker, Customer service-oriented, Organized, Deadline-oriented, Budget development, Expertise in invoice and payment transactions, Account reconciliation, accounting, accounting software, Accounts Payable, Accounts Receivable, Administrative, administrative support, advertising, billing, Book, cash flow, contracts, Delivery, direction, filing, financial, financial and accounting, financial analysis, Financial Analyst, financial management/ reporting, forecasting, invoicing, team building, leadership, materials, meetings, Microsoft Excel, Microsoft Word, office equipment, organizational, payroll, phone systems, progress, Quickbooks Pro, recording, sales, spreadsheets, tax preparation, telephone, typing, upgrade, Vision, year-end"
ADVOCATE,"Phlebotomy knowledge, HIPPA compliance, Data and statistical analysis, Blood bank background, CLIA & OSHA compliance, Sharp critical thinker, Manual dexterity, Lab testing and reporting, Lab equipment maintenance, Trained in HIPPA compliance, administrative, approach, AS400, benefits, clerical, Computer literate, credit, clients, excellent customer service, diagnosis, insurance, Excel, Outlook, PowerPoint, Windows Applications, Microsoft Word, Nursing, organizational, payroll, personnel, policies, problem solving, problem-solving skills, quality assurance, quality control, receiving, receptionist, safety, secretarial, workshops"
ADVOCATE,"customer service, administration, retail, long-term care, hospital pharmacy, pharmacy math, dosages, medication preparation, computer proficiency, compounding intravenous admixtures, compounding pediatric admixtures, chemotherapy compounding, sterile environment maintenance, decision-making, clinical background, pediatrics, inventory management, medication compounding, pharmaceutical storage awareness, HIPAA training, patient care, attention to detail, multi-tasking, working under pressure, organizational skills, active listening, problem solving, customer service expertise, cash handling, teamwork, customer relationship building, leadership, food and beverage handling, alcohol knowledge"
ADVOCATE,"agency, attorney, business plans, consultant, client, clients, detail oriented, grant proposals, legal, materials, organizing, policies, press releases, problem solving skills, research, strategy, strategic, technical assistance, training programs, workshops"
ADVOCATE,"Persuasive negotiator, Highly organized, Analytical, Excellent work ethic, Strategic account development, Enthusiastic about networking, Strong interpersonal skills, Detailed-oriented, Resolution-oriented, Energetic and Driven, Positive outlook, Proficient in Excel, Strata, AdMall, Power Point, Salesforce, Mactive, Comscore, Google Analytics, SEO, SEM, OTT, PPC"
ADVOCATE,"administrative, case management, customer satisfaction, database, Fluent in English, Farsi, financial, government, health education, Hindi, instructing, Legal, lesson plans, letters, meetings, Excel, Microsoft Office, PowerPoint, Word, personnel, Police, presentations, prime, processes, speaking, rehabilitation, seminars, translation, Translator, Urdu, written"
ADVOCATE,"Sales, Management, Customer Service, Training, Autism Spectrum Disorder, Data Collection, Curriculum Development, Staff Development, Team Engagement, Strategic Planning, Problem Resolution, Relationship Building, Revenue Increases, Marketing, Employee Engagement, Teaching, Audits, Budgeting, Financial Reporting, Creative Planning, Communication Skills, Behavior Modification, CPR, ABA"
ADVOCATE,"Health promotion, nutrition counseling, exercise testing & prescription, health and fitness speaker, Microsoft Office (Excel, PowerPoint, Word)"
BUSINESS-DEVELOPMENT,"Relationship Building, Networking, Sales/Market Analysis, Strategic Planning, Adept at Closing Sales, Budget Development, Business Development, Account Management, Analytical Problem Solver, Profit Optimization, Cost Efficiency, Training and Development, Customer Service, Problem Solving, Sales Strategy, Market Trend Analysis, Customer Retention, Leadership, Communication, Report Preparation, Marketing Strategy, Cold Calling, Relationship Management"
BUSINESS-DEVELOPMENT,"Project management, Leadership/communication skills, Client account management, Business development, Customer-oriented, Market research and analysis, Cloud Computing, Service Desk, Desktop Support, Network Monitoring, Communication Network Services, Risk & Compliance, Business Continuity, Disaster Recovery, ITIL, Six Sigma, negotiation, relationship building, strategic, Technical Sales, marketing"
BUSINESS-DEVELOPMENT,"Coaching, Cost Controls, Marketing, Point Of Sale, Promotional, Advertising and Marketing, Sales, Business Management, Cooking, Corporate Trainer, Food Processing, Packaging, Plating, Product Demos, Product Development, Retail, Retail Marketing, Sales Programs, Training Manuals, Budget, Business Development, Purchasing, Financial Management, Food Safety, Incentive Programs, Inventory, Operations, Ordering, Payroll, Purchasing, Purchasing Manager, Fundraising, Great Attitude, Illustration, Marketing Plan, Mentoring, Photoshop, Solutions, Staff Training"
BUSINESS-DEVELOPMENT,"Microsoft Office (Excel, Word, PowerPoint), Google Analytics, SQL, Outlook, Data analysis, Advertising, Budget planning, Content Management, Contract Negotiation, Clients and customer service, Pricing, Strategic planning, Troubleshooting"
BUSINESS-DEVELOPMENT,"Problem resolution, Results-oriented, Meticulous attention to detail, Managing multiple priorities, Microsoft Office proficiency, Customer relations specialist, Employee training and development, Active Learning, Client Relations, Computer Proficiency, Creative Problem Solving, Critical Thinking, Data Collection, Data Entry, Documentation, Email, Executive Management Support, Filing, Internet Research, Letters and Memos, Minute Taking, Multi-Task Management, Organizational Skills, Research, Scheduling, Service Orientation, Speaking, Spreadsheets, Travel Arrangements"
BUSINESS-DEVELOPMENT,"Business Development & Sales Leadership, Client Development, Strategic Planning, Market Expansion, Team Building & Leadership, Client Engagement, Market Analysis/Competitive Positioning, Sales Presentations, Sales Forecasting, Vendor Sourcing/Relations, Change Management, Process Improvement, Profit Improvement, cold calling, compliance management, inventory management, logistics, mailing, marketing strategies, process management, sales, VoIP"
BUSINESS-DEVELOPMENT,"Business process improvement, Excellent attention to detail, Advanced Adobe, Microsoft Excel, Word, Power Point, Analytical and Tactical Planning, Flexible team player, Fast Learner, Strong Requirement tracing, Basic financial and operational reporting, Superb communication skills, Advanced problem solving abilities, Budgeting, Cross-functional Team Leadership, Business Analysis, Access, Microsoft Project, Organization, Advanced Presentation, Project Coordinator, Python, Quality Control, Quality Assurance, Research, Public Speaking, Negotiation, SAP, SQL, SPSS, Oracle"
BUSINESS-DEVELOPMENT,"Communication, Problem solver, Strategic planning, Account Management, Business Development, Sales, Strategic marketing, Internal Operations, Contract negotiations, Customer service, Interpersonal, Leadership, Marketing, Presentations, Finance, Team work, Acute care, Administration, Benefits, Budget, Contracts"
BUSINESS-DEVELOPMENT,"Staffing management ability, Proven patience and self-discipline, Relationship and team building, Staff training and development, Critical thinking proficiency, Compensation/benefits administration, Skilled negotiator, Account management, Excellent written and verbal communicator, Enthusiastic team player, Problem solving, Billing, Attention to detail, Recruiting and selection techniques, Proficient communicator, Contract review, Cold calling, Hiring recommendations, Interviewing, Strategic planning, Multi-tasking ability, Proficient with Microsoft Word, Excel, PowerPoint, Access and Outlook Express, Optimizer, WFX, Stafferlink, Healthtrust, Bullhorn, Maintaining active databases of various hospital proprietary software technology systems"
BUSINESS-DEVELOPMENT,"Business Development, Project Management, B2B Sales, Continuous Improvement Expert, Staff Development and Training, Operations Management, Quality Auditor, Customer Service Management, Process Management, Sales, Appointment Setting, Art, Billing, Business Analyst, Business Modeling, Business Operations, Business Process Expert, Business Systems, Call Center Manager, Coaching, Cost Accounting, Customer Relations, Customer Service Expert, Database Administrator, E-business Director, Estimating, Innovation, Inventory Control, ISO, Team Leader, Logistics, Managing, Marketing, Outside Sales, Policies, POS, Process Control, Process Improvement, Production Management, Program Implementation, Quality, Reporting, Research, Retail, Scheduling, Six Sigma, Supervisor, Supply Chain Management, Teacher, Technical Support, Salesforce.com, Photoshop, Illustrator"
BUSINESS-DEVELOPMENT,"FCA Kain Automotive training, Chrysler Certified Employee, CRM training, conflict resolution, strong organizational skills, energetic work attitude, adaptive team player, telephone inquiries specialist, multi-line phone talent, exceptional communication skills, excellent time management, leadership abilities, quick learner"
BUSINESS-DEVELOPMENT,"skills  
Agency, billing, conferences, customer support, database, special events, hazardous waste disposal, hazardous waste, leadership, regulatory compliance, mailing, access, excel, office, outlook, word, packaging, problem solving, process equipment, publications, quality, quality control, reading, sales, shipping, teamwork, technical support, transportation, troubleshoot, water treatment, workshops"
BUSINESS-DEVELOPMENT,"ATM, Banking, brochures, budget, Counselor, Credit, senior management, Financial, Director, Market, marketing materials, meetings, mentoring, EXCEL, Microsoft Office Applications, OUTLOOK, POWERPOINT, WORD, Oracle, policies, processes, progress, reporting, Retail, Risk Assessment, Sales, scripts, statistics, supervision, telemarketing, workshops"
BUSINESS-DEVELOPMENT,"Business systems analysis, Project management, Business process improvement, Forecasting and planning, Requirements gathering, Scope and project definition, Technology architecture analysis, Integrated Reporting Information System (IRIS), Portfolio management, Budgeting, Cost-benefit analysis, Functional requirements, Requirement tracing, User acceptance testing, Fixed income modeling, Wealth management, Valuation specialist, SAP, Business requirements matrixes, Talented public speaker, Superb communication skills, Advanced problem solving abilities, Critical thinking, Business Analysis, Account management, Accounting, Big Data, Business Administration, Business Consulting, Business Development, Business Solutions, Business Systems, Customer Relationship Management, Client Relations Development, Database, Direct Marketing, Finance, Information Technology, Law, Leadership, Marketing, Market Evaluation, Messaging, Organizational, Performance Reviews, Performance management, Policies, Processes, Proposals, Proposal Writing, Speaking, Quality, Recruitment, Relationship Building, Risk Management, Selling, Sales, Strategic Plans, Supply Chain Management, Underwriting"
BUSINESS-DEVELOPMENT,"Customer Relationship Management, Project Management, Customer Retention & Satisfaction, Evaluating Customer Needs, Team Builder, Training and Development, Business Development, Sales Management & Analysis, Administrative functions, Budgeting, Contract Negotiation, documentation, expense reporting, forecasting, insurance, inventory, Leadership, Microsoft Office Suite, Microsoft Project, negotiating, networks, physical therapy, primary care, Quick Books, reporting, Safety, selling, sales, strategic, Strategic Planning, Supply Chain Management, transportation, trend"
BUSINESS-DEVELOPMENT,"Customer service, Problem solving, Market research, Data collection, Data entry, Documentation, Email, Executive management support, Filing, Strong organizational skills, Active listening skills, Energetic work attitude, Customer relations, Multitasking, Computer proficiency, Public relations"
BUSINESS-DEVELOPMENT,"business development, talent acquisition, negotiation skills, market insight, business acumen, prospect research, product promotion, account expansion, advising on business logistics, talent acquisition retention, operational efficiency, sales management, marketing, technical presentation creation, service training, establishing strategic partnerships, generating business opportunities, excellent sales techniques, national account management, cold calling, multi-tasking, analytical problem solving, SmartSearch, JobDiva, MaxHire, Sugar CRM, recruiting, interviewing, labor relations, customer service, business-to-business sales, lead generation, pipeline management, account management, communications, marketing proposal presentations, relationship building, creative advertising concepts, full life cycle recruiting, client satisfaction, self-starter, continuous learning, proactive, energetic"
BUSINESS-DEVELOPMENT,"MS Office, AS400, Excel, Quickens, Cubs-Picklan, Spanish, Strong interpersonal skills, Skilled multi-tasker, Account management, Brand recognition optimization, Cross-functional team leadership, Public relations, Excellent communication skills, Team building, Consultative sales techniques, Problem solving, Banking, Credit Decisions, Credit Evaluation, Advertising, Buyer, Buying/procurement, Sales Calls, Exceptions, Internet Advertising, Leads, Marketing, Filing, Incoming Calls, Accounting, Billing, Clerk, Invoices, Payments, Skip Tracer, Bankruptcy, Mortgage Loans, Business Development, Marketing Plans, Territory Management, Staff Management, Staff training"
BUSINESS-DEVELOPMENT,"DIGITAL MARKETING AND ADVERTISING, SOCIAL MEDIA, MS OFFICE SUITE, CORPORATE PROPRIETARY SOFTWARE, ONLINE ADVERTISING CAMPAIGN MANAGEMENT, SALES AND TERRITORY MANAGEMENT, CUSTOMER/CLIENT RELATIONSHIP BUILDING, PRIORITIZATION, MULTI-TASKING, CROSS-TEAM RELATIONS, CROSS-CULTURAL RELATIONS, TRAINING, MENTORING, EFFECTIVE VERBAL AND WRITTEN COMMUNICATION, EXECUTIVE INTERFACING, ANALYSIS, STRATEGIC ANALYSIS, FORECASTING, REPORTING, PROJECT MANAGEMENT, COACHING, SALES PERFORMANCE IMPROVEMENT, MARKETING, RETAIL MARKETING, SATISFACTION, SALES TECHNIQUES, BUDGET MANAGEMENT, ADVERTISING PRICING, OPTIMIZATION, TEAM MANAGEMENT, DATA STEWARDSHIP SYSTEM, COMMUNITY OUTREACH, TEAM PLAYER, PATENT PENDING"
BUSINESS-DEVELOPMENT,"Loan operations & documentation, Compliance guidelines, Risk mitigation, Team leadership & support, Investments management, Home & commercial mortgages, Microsoft Office, Business development, Negotiations, Stakeholder relations, Customer service, Sales life-cycle, Underwriting requirements, Financial & credit data analysis, Prospecting & referrals, Process improvement, Client acquisition strategies, Account management, Staff leadership, Customer satisfaction, Business process management, Mortgage tools expertise"
,"Key decision making, Marketing, Verbal and written communication, Strategic planning, Excellent at Networking, Relationship building and management, Conflict resolution, Goals and performance, New business development, Territory management, Account management, Product and service sales, Team leadership"
 worked closely with end customer and subcontractors (Solectron,
BUSINESS-DEVELOPMENT,"MS Office Suite, SalesForce.com, Pipedrive.com, Birst/Intradiem Reports, CPR Certification, Self-motivated, Dedicated team player, Highly competitive, Interpersonal skills, Marketing, Customer service, Data dictionary, Reporting, Telemarketing, Research, Pricing, Policies, Website integration, Surveys, Leadership, Problem-solving, Attention to detail"
BUSINESS-DEVELOPMENT,"Customer targeting, Contract negotiations, Prospecting, Internet marketing, Natural leader, Marketing and advertising, Strong work ethic, Talented negotiator, Conflict resolution techniques, Hiring, training and supervision, Operations management, Market research, Employee recruiting, Accounting, Accounts Payable, business development, business plan, closing, cold calling, credit, CRM, clients, Finance, financial, Legal, logistics, managing, network, networking, profit, relationship building, retail, sales, Selling, Strategic, phone, TV, websites"
BUSINESS-DEVELOPMENT,"Strong business acumen, Managing cross functional teams, Motivational management style, Sales and pricing strategies, Customer-focused sales leader, New product and market development, Strategic sourcing and hedging, Data-driven decision making, Demand prediction, Supply chain and resource management, Cost control and profit maximization, Project planning and development, Business forecasting and strategy, MS Office Suite, Adobe Photoshop, Macromedia Flash, Dreamweaver, Programming Skills - HTML, C, C++"
BUSINESS-DEVELOPMENT,"administrative duties, Ad, Ads, approach, B2B, Budget Planning, budget, business development, competitive, content, Content Management, CRM, client, clients, customer service, customer support, designing, e-commerce, E-mail, email, Google Analytics, HTML, Image, notes, managerial, managing, Marketing Strategy, marketing, market, marketing collateral, materials, Medical Sales, meetings, mentor, 97, mortgage loans, online marketing, processes, Project Management, quality, recruitment, relationship management, selling, sales, strategic, trade shows, Web Development, websites"
BUSINESS-DEVELOPMENT,"Salesforce, PowerPoint, Cloud Document, Word, Publisher, Management, Excel, Google Drive, Access, Outlook, Business Development, Cold-calling, Email Marketing, Networking, Needs Analysis, Face-to-face Presentations, Virtual Presentations, Social Media, Client Referrals, Market Research, Pipeline Management, Content Marketing, Pricing Strategies, Negotiation, Brand Development, Marketing Promotions, Sponsorship Sales, Consultative Sales, Lead Generation, Client Relations, Business Writing, Inventory Management, Merchandising, Digital Marketing, Mobile Technology, Relationship Development, Sales Promotions, Training Program Development"
BUSINESS-DEVELOPMENT,"acquisitions, Adobe Photoshop, advertising, approach, Automobiles, Basic, Brochures, budget, charts, closing, color, concept, conferences, Corel Draw, client, clients, Customer service, Databases, Decision Making, delivery, designing, Editing, ERP, Senior Management, financial, functional, graphs, hand tools, HP, Internet Explorer, Team Building, Linux, Machine Tools, Mac OS, market research, marketing, market, MS Access, Excel, MS Office, Outlook, Outlook Express, PowerPoint, PP, 2000, Windows 95, 98, Word, Microsoft Word, MIS, MS DOS, Multi-tasking, Negotiating, networking, next, NT servers, Operating Systems, Oracle, order management, positioning, power tools, Presentations, pricing strategy, Problem-Solving, development of product, Product Development, marketing and product, Programming, Project Management, Python, quality, QuickBooks, Research, selling, Sales, sales development, SAP Materials Management, SAP MM, SAP, SAP PP, SAP R/3, strategy, Strategic, Strategic analysis, team player, Time management, trade shows, Vista, welding"
BUSINESS-DEVELOPMENT,"Business Development, Client Relationship Builder, Alternative Transportation Specialist, Client Account Management, Contract Negotiations, Customer Driven, Sales, Proposal Preparation, CRM planning and management, Cold Calling, Networking, Budget Preparation, Executive management, Financial Analysis, Marketing, Transportation Route Planning and Analysis"
BUSINESS-DEVELOPMENT,"Negotiation, Financial Analysis, Detail Oriented, Strategic account development, Relationship selling, Teamwork, Customer Relationship Management (CRM) software (Salesforce), Office 365, Healthcare: GPOs, Government and Education: Consortiums"
BUSINESS-DEVELOPMENT,"Business Development, Inventory Management, Sales Analysis & Forecasting, Marketing, Product Strategy, Bilingual - English/Spanish, Market Analysis, Pricing Strategy, Product Development, Retail, Statistics, Translation"
BUSINESS-DEVELOPMENT,"Focused and disciplined, High volume production capability, Bilingual (English/Twi), Healthy cuisine expert, Exceptional written and oral communication abilities, Proficient with large cooking machines, Great culinary skills, Organizational skills, Highly motivated"
BUSINESS-DEVELOPMENT,"Microsoft Office Suite, Visio, SharePoint, Zendesk"
BUSINESS-DEVELOPMENT,"Self-starter, customer-focused, detail-oriented, business development, staffing, human resources, business implementation, recruiting, communication, writing, editing, presentation, networking, customer relations, sales, marketing, project coordination, strategic thinking, Microsoft Office Programs, SharePoint, PeopleSoft, ADP Payroll, internet applications, research, employee engagement, recruiting plans, workforce management, new employee onboarding, training and development, direct sales, business to business sales, rapport building, administrative duties, regulatory compliance, personnel policies, budgeting, language skills (English, Spanish)"
BUSINESS-DEVELOPMENT,"New business acquisition, Solution development, Drive for results, Client relationship management, Industry thought leadership, Executive presentations and communications, Integrity and trust, Ethics and values, Personal learning, Customer focus, Priority setting, Motivating others, Account management, Forecast accuracy, Territory management, Coaching, Mentoring, Sales strategy development, Customer-specific solutions, Fact finding, Sales planning, Performance tracking"
BUSINESS-DEVELOPMENT,"Benefits administrator, benefits, benefits administration, call center, clients, customer satisfaction, Customer Service, documentation, fashion, human resources, HR, IBM, insurance, inventory, Investments I, access, Excel, Outlook, Word, Personnel, pick, policies, speaking, quality assurance, research, script, phone"
BUSINESS-DEVELOPMENT,"Microsoft Office Suite, Outlook, Salesforce.com CRM, Virtual and cloud computing environment, Lean Six Sigma, Green Belt Training, consulting, solution skills, e-mail marketing, ROI analyses, contract negotiation, expense management solutions, prospecting, closing, design, development, custom metal stampings, springs, wire forms, assemblies, custom engineered plastic, foam and rubber components, banking, C, closing, hardware, consulting, contracts, Customer Relationship Management, CRM, client, clients, energy saving, focus, forms, functional, insurance, managing, marketing, market, network, new business development, newsletter, proposals, selling, sales, Six Sigma, utilities"
BUSINESS-DEVELOPMENT,"budget, business development, call center, coaching, communication skills, consultant, credit, customer service, decision making, direction, documentation, equity, senior management, external audits, financial, funds, government, hiring, human resource, leadership, law, legal, managing, mediation, meetings, office, operations management, performance reviews, pick, policies, project management, quality, quality control, recording, relationship management, securities, scripting, strategy, strategic, phone, underwriting, vendor management, website"
BUSINESS-DEVELOPMENT,"Business Development, Marketing, Contract Administration, Budget Management, Client Relations, Florida Public Notary, Knowledge of HIPAA Policies, Medicaid Billing, Project Coordination, Leadership, Calendar Management, Microsoft Office, Attention to Detail, Social Media Management, Administrative Support, Data Management, Employee Compliance, Travel Coordination, Patient Registration, Negotiation, Inventory Management, Bilingual (English and Spanish)"
BUSINESS-DEVELOPMENT,"Strategic account development, Strong interpersonal skills, Team building expertise, Proven sales track record, Relationship selling, Strong deal closer, Skilled multi-tasker, Analytical problem solver, Business Development, Complex Sales Strategy, Public Policy, Enterprise Software, Software as a Service (SaaS), Infrastructure as a Service (IaaS), Technical Analysis, Financial Analysis, Budget, Public Sector, Telecommunications, Sales Reporting, Public Speaking, Public Presentations"
BUSINESS-DEVELOPMENT,"Strong Leadership communication skills, Strategic account development, Fortune 500 partner experience, National account management, Cross-functional team management, Negotiations expert, Goal-oriented, Team building expertise, Staff Development, Attitude, Drive, Motivation"
BUSINESS-DEVELOPMENT,"New Business Development, Sales Management, MS Office Suite, Salesforce / CRM"
BUSINESS-DEVELOPMENT,"account management, ADP, Business Law, Case Management, Corporate Finance, Counselor, Crisis Intervention, client relations, Decision Making, Dimensions, Direct sales, Documentation, E-Business, Financial, Human Resource Management, Human Relations, International business, International Marketing, leadership skills, Managerial, marketing, Market, Marketing Management, negotiator, communicator, optimization, Organizational, Payroll, P.C., problem solving, protocols, Psychology, Research, sales, sales training, Strategic, strategic marketing, Technician, telecommunications, trainer"
BUSINESS-DEVELOPMENT,"agency, benefits, brochure, budget, business development, business plan, coach, contracts, Client Relations, financial, Home Health, Homecare, Hospice, leadership, notes, Director, market analysis, marketing plans, marketing, market, Nursing, rapport, Sales, sales training, strategic, written"
BUSINESS-DEVELOPMENT,"Adobe Creative Suite, Adobe Acrobat, Photoshop, API, Branding, business development, Competitive Analysis, Content Development, creativity, CRM, Client Support, data management, Illustrator, InDesign, marketing plans, Market Research, Marketing Strategies, marketing strategist, Media Relations, messaging, Microsoft Dynamics, MS Outlook, organizational skills, outside sales, Positioning, presenter, problem-solver, quality control, Fast learner, reporting, research, Sales, software development, strategy, strategic, technical sales, trainer, Training Materials, writer"
BUSINESS-DEVELOPMENT,"skills  
Types 80 WPM, Microsoft Word, Excel, PowerPoint, Sales Force, Outlook, communications skills, forecasting, strategic analysis, budgeting, customer needs assessment, leadership, risk management, hazardous waste management, hiring, human resources, training, policy development, instruction, sales management, scheduling, Six Sigma, strategic planning"
BUSINESS-DEVELOPMENT,"Leadership Development, Project Management, Budgeting, Employee Management, Operations Management, Business Management"
BUSINESS-DEVELOPMENT,"Fluent in 4 European Languages: English, French, Italian and Greek, Proficient in Microsoft and Mac platforms, Good knowledge of Google docs, Quicken, Tradeware's ordering, shipping and transportation management system, Highly organized, Enthusiastic, Financially astute, Personable, Energetic, Translation services (written and simultaneous) in and out of Italian, French and English, Sales strategies, Marketing strategies, Business development, Client relationship management, Budgeting, Cost control, Sales forecasting, Strategic planning, Promotional activities, Teaching, Training, Fundraising, Communication materials, Project development, Networking, Public relations, Advertising, Community outreach, Simultaneous interpretation, Market trends analysis, Revenue generation, Client account management."
BUSINESS-DEVELOPMENT,"Organizational and planning skills, Customer Service, IT skills, Business and commercial acumen, Drive, motivation and initiative, Team player, Oral and written communication, Numerical and analytical ability, Creativity and imagination, Ability to lead and motivate a team, Influencing and negotiation, Work under pressure and deadlines, Sales and marketing strategies, Distribution network management, Market research, Innovative thinking, Sales performance management, Relationship management, Training and development, Performance improvement planning, Trade marketing strategy development, Brand strategy shaping, Trade promotional planning, Field and venue bookings, Category and shopper insights, Stock control, Sales analysis and forecasting, Data analysis, Customer service standards, Promotions and events organization, Market trend awareness, Visual merchandising, Operations management, Profitability driving, Value-added services, Inventory management, Team leadership, Recruitment and training, MS-Office, Voyager, Shopper, Tally, Focus Integrated ERP software."
BUSINESS-DEVELOPMENT,"automation, Business development, Business Management, Economics, Engineer, Finance, inside sales, marketing, Mathematics, organizational, Outside Sales, packaging, presentations, Quality, Sales, Siemens, Six Sigma, SOP, specification, staffing, Strategic, Supply Chain, technical sales, Technical support, trouble-shoot"
BUSINESS-DEVELOPMENT,"ads, advertising, budgets, business strategies, cable, cash flow, client management, content, contracts, customer service, database analysis, email, Financial, Investments, market, meetings, Microsoft Excel, Power Point, Microsoft Word, network, new business development, newsletters, Personnel, producing, profit, radio, Research, Sales, phone, television, video"
BUSINESS-DEVELOPMENT,"Marketing, Marketing Strategy, Business Development, Healthcare, Advertising, Business Plan, Media Relations, Product Development, Budget Management, Pricing, Lead Generation, New Products, Pricing Analysis, Sales, Partner Marketing, Audience Segmentation, Building Design, Building Materials, Commercial Building, Database, Market Segmentation"
BUSINESS-DEVELOPMENT,"Fluent in English and Spanish, Action-oriented, results-oriented, Sales and Customer Service Professional, Superior communication skills, Superb follow up skills, Exceptional relationship building, Effective team player, Strong business case development, Sales and Marketing Strategy, Execution, Account Management, Business Development, Client Relations, Cold Calling, Computer Literate, Creative Problem Solving, CRM Systems, Customer Needs Assessment, Customer Satisfaction, Customer Service, Lead Development, Marketing"
BUSINESS-DEVELOPMENT,"Business to Business, Business to Customer, Contract Negotiation, Calm Under Pressure, Account Management, Total Quality Management, P&L Management, Business Development, Sales Generation, Client Retention, Team Training, Strategy Development, Market Analysis, Relationship Building, Revenue Growth, Performance Management, Portfolio Management, Negotiation Skills, Problem Solving, Customer Service, Leadership"
BUSINESS-DEVELOPMENT,"Integrity first, Quality leadership, Excellent written and verbal communicator, Experienced manager, Customer service-oriented, Training and development, Strategic marketing, Budget management, Compliance and policy adherence, Talent development, Event marketing, Consumer engagement, Performance reviews, Contractual oversight, Market analysis, Print media planning, Sales strategy, Team leadership"
BUSINESS-DEVELOPMENT,"Account/Territory Management, Contract Negotiations, Client Development, Sales Analysis, Strategic Planning, Quota Attainment, Business Development, Market Growth, Team Leadership, Consultative Sales, Networking, Cold Calling, Customer Satisfaction, Needs Analysis, Marketing, Presentations, Pricing, Profit, Sales Training, Statistics, Quality Assurance"
BUSINESS-DEVELOPMENT,"Microsoft Word, Excel, Power Point, Access, internet research, sales strategy, marketing, outreach, business relationships, presentations, e-mail marketing, online marketing, web site development, print marketing, analysis, government affairs, legislation, regulations, fundraising, networking, organizing, staffing, human resources, insurance, safety, seminars, database management, directing, selling, transportation"
BUSINESS-DEVELOPMENT,"Marketing Skills, Writing Skills, Communication Skills, Business Development, Sales Strategies, Risk Management, Technical Documentation, Customer Relationship Management, Brand Awareness, Social Media Management, Data Entry, Event Coordination, Negotiation Skills, Lead Generation"
BUSINESS-DEVELOPMENT,"Networking, Health Care, Patient Evaluation, Medicare Structure, Sales and Marketing, Personal Communication, Extensive Knowledge of IT, Operations and Management"
BUSINESS-DEVELOPMENT,"Sales, Business Development, Strategic Partnerships, Data Analytics, Customer Retention, Account Management, Procurement Strategy, RFP Response, Social Media Marketing, Brand Strategy, Content Creation, Graphic Design, Sales Training, Client Retention, Revenue Growth, Customer Relations Management (CRM), Prospecting, Cold Calling, Real-Estate Development, Accounting, Management Training, Information Management, Public Speaking, Presentation Techniques, Interpersonal Relationships, Leadership, Organization, Management, Web Design, Occupational Safety (OSHA), Federal Energy Management Professional, Salesforce.com, TapScan, Bacon's Mediasource, Factiva, Photoshop, Illustrator, Microsoft Office 365, Quick Books, DRAKE"
BUSINESS-DEVELOPMENT,"Microsoft Word, Excel, Powerpoint, Keynote, SenGrid, Facebook Advertising, Instagram, Twitter, Facebook Analytics, Google Suite, Google analytics, design, Advertising, agency, brand strategy, brand development, brand marketing, business development, content, content creation, client, decision making, delivery, direction, email, fast, Fundraising, marketing, market, access, negotiation, PR, procurement, proposals, sales, scripts, strategy, strategic, unique, video"
BUSINESS-DEVELOPMENT,"Problem Solving, Time Management, POS and Inventory Training, Internal Conflict Resolution, Training and Development, Marketing, Budgets & Cost Reduction, Client Retention, Business Development, POS applications/software, QuickBooks, Microsoft Office applications, Windows XP, Windows 8, Windows 10, Excel spreadsheets, customer service, inventory management, leadership, advertising, online marketing, search engines, personnel, pivot tables, policies, presentations, PR, profit and loss, promotional materials, quality, Recruiting, reporting, strategy, answering phones"
BUSINESS-DEVELOPMENT,"Excellent Customer Service Skills, Excellent research abilities, Customer Retention, Negotiation Skills, Tactfulness, Contract review, Selling, Developing business plans, Managing accounts, Generating sales reports and forecasts, Preparing quotations, Maintaining relationships, Designing banners and brochures, Translating documents and promotional material, Bilingual (English/Spanish)"
BUSINESS-DEVELOPMENT,"agency, delivery, insurance, materials, policies, roofing, selling, sales"
BUSINESS-DEVELOPMENT,"assisted living, interpersonal and communication, insurance, internal medicine, managing, marketing, marketing/sales, meetings, mentor, office, networking, organizing, orthopedics, outside sales, physical therapy, rehabilitation, sales, seminars, team player, time management"
BUSINESS-DEVELOPMENT,"Sales, Business Development, Distributor Sales, Territory Sales, District Sales, Sales of Solutions, Sales Teams, Sales Accounts, National Accounts, Sales Management, Strategic Accounts, Sales Promotions, Travel & Meeting Sales, Technology Application Sales, Clients Management, Marketing, Budget, Budgets, Forecasts, Promotional, Travel & Meeting Operations, Strategic Planning, Training, Training Development, Financial Operations, Merchandising, Corporate Operations, Employee Engagement, Managing Existing Accounts, Forecasting, Human Resources, Finding New Accounts, Relationship Building, Strategic Direction"
